TimeStamp;Open;High;Low;Close;Volumen (BTC);Volumen(USD);Weighted Price;Simple Moving Average (10);Simple Moving Average(30);Simple Moving Average(3)
17.06.2015;250.02;257.39;243.2;247.76;16951.14;4243214.1;250.32;233.264;232.126;242.5666667
18.06.2015;247.76;251.58;240;248.4;11145.13;2746848.96;246.46;235.312;232.586;246.5666667
19.06.2015;248.45;249.93;242.14;243.7;6783.07;1670444.75;246.27;237.02;233.0083333;247.6833333
20.06.2015;243.75;245.56;239.93;244.76;4434.69;1075370.59;242.49;238.438;233.248;245.0733333
21.06.2015;244.65;245;241.06;243.64;1946.29;473260.91;243.16;239.866;233.461;243.9733333
22.06.2015;243.6;247.99;242.64;246;5149.76;1263921.54;245.43;241.435;233.6653333;243.6933333
23.06.2015;245.99;247.25;242.14;243.74;4953.9;1210524.77;244.36;242.813;233.816;244.3166667
24.06.2015;243.85;243.99;238.2;240.19;6723.31;1621933.96;241.24;243.711;233.981;243.6766667
25.06.2015;240.19;242.9;239.18;241.98;5002.93;1207599.94;241.38;244.403;234.1596667;242.3266667
26.06.2015;242.08;243.44;240;242.98;5271.85;1274423.23;241.74;244.285;234.363;241.4533333
27.06.2015;242.98;252;242.36;251.21;7101.1;1756891.09;247.41;243.994;234.744;243.51
28.06.2015;251.28;251.28;247.04;248.62;6104.31;1521893.45;249.31;244.279;235.205;246.1533333
29.06.2015;248.63;256.94;248.3;256.04;15393.1;3906641.81;253.79;245.031;235.8966667;250.17
30.06.2015;256.04;268;255;262.5;19902.44;5222157.27;262.39;247.021;236.9446667;255.1633333
01.07.2015;262.58;265.25;253.81;257.62;13395.15;3453025.86;257.78;248.483;238.0266667;257.9866667
02.07.2015;257.62;260.77;253.19;254.54;9826.99;2515778.51;256.01;249.541;239.1016667;258.7266667
03.07.2015;254.49;256.44;252.4;255.92;9153.85;2331332;254.68;250.573;240.0886667;256.1566667
04.07.2015;256.06;261.28;254.05;260.2;7909.86;2037201.25;257.55;252.204;241.1896667;256.08
05.07.2015;260.16;274.74;258.75;271.5;21362.61;5689203.06;266.32;254.698;242.6256667;259.5166667
06.07.2015;271.39;278.54;267.13;268.51;20027.86;5473288.27;273.28;257.852;244.2543333;265.7166667
07.07.2015;268.53;271.69;264.01;265.51;13755.63;3670683.41;266.85;259.796;245.6846667;268.8166667
08.07.2015;265.67;273.24;263.01;270.63;16042.27;4305219.36;268.37;261.702;247.0976667;269.5
09.07.2015;270.41;271.98;265.92;268.92;13906.64;3744064.73;269.23;263.246;248.4323333;268.15
10.07.2015;268.98;294.71;268.63;285.23;29151.31;8292731.4;284.47;265.454;250.3043333;274.0233333
11.07.2015;284.63;298.05;283.88;291.64;11693.22;3420769.32;292.54;268.93;252.4263333;282.08
12.07.2015;291.65;317.99;291.65;310.55;22497.47;6901059.79;306.75;274.004;254.9933333;294.5866667
13.07.2015;310.55;310.73;281;292.68;29775.98;8680289.61;291.52;277.688;257.0246667;296.9366667
14.07.2015;292.54;297.13;286.02;287.55;10361.08;3016087.55;291.1;281.043;258.986;296.4566667
15.07.2015;287.49;293.7;284.29;285.67;9798.38;2842900.81;290.14;283.425;260.842;290.92
16.07.2015;285.67;292.4;274.92;277.89;21103.34;5937851.73;281.37;284.234;262.1236667;287.5366667
17.07.2015;277.74;280.73;272.31;279.43;11477.06;3175870.23;276.71;285.22;263.0033333;282.74
18.07.2015;279.15;283;276.73;276.79;9362.08;2609994.79;278.78;286.261;264.0806667;278.9533333
19.07.2015;276.74;278.1;275.01;275.47;5289.04;1460235.91;276.09;286.947;265.0746667;277.1933333
20.07.2015;275.08;279.35;274.62;278.96;8818.53;2446038.23;277.37;286.237;266.2373333;277.4133333
21.07.2015;278.95;281.07;276.28;276.76;9000.55;2511729.88;279.06;284.889;267.434;277.5066667
22.07.2015;276.49;277.97;275;277.68;8318.46;2300120.88;276.51;281.865;268.47;277.6466667
23.07.2015;277.5;278.55;275.79;276.61;6439.61;1784595.61;277.13;280.426;269.5623333;277.5666667
24.07.2015;276.61;290.53;275.9;289.01;15854.1;4513273.28;284.68;279.784;271.0103333;279.44
25.07.2015;289;292;286.5;288.78;7545.89;2181492.67;289.1;279.68;272.601;283.6366667
26.07.2015;288.97;294;287.41;293.19;5298.47;1545190.05;291.63;280.706;274.264;288.47
27.07.2015;292.85;297.44;286.43;294.29;14650.73;4276819.04;291.92;282.227;275.7476667;290.8833333
28.07.2015;294.03;297;292.19;294.01;8799.04;2592630.37;294.65;283.814;277.259;292.7333333
29.07.2015;294.01;294.57;287.27;289.85;10236.16;2975568.87;290.69;285.274;278.489;292.42
30.07.2015;289.85;290.08;284.53;288.01;8108.62;2333060.22;287.73;286.31;279.3336667;291.0233333
31.07.2015;288.29;289;281.8;284.33;7902.77;2245587.53;284.15;286.819;280.2126667;287.5233333
01.08.2015;284.69;285.16;276.66;280.19;7104.07;1992192.81;280.43;287.211;281.0266667;284.1033333
02.08.2015;280.19;282.9;276.57;282.32;4530.18;1265880.68;279.43;287.441;281.8516667;281.3366667
03.08.2015;282.53;285.8;279.52;280.43;6310.61;1786928.27;283.16;287.289;282.7053333;281.0066667
04.08.2015;280.43;285.88;280.43;285;6206.12;1760746.6;283.71;286.75;283.285;282.1
05.08.2015;284.91;285.86;280.63;281.13;6549.55;1850415.94;282.53;285.84;283.5933333;283.1333333
06.08.2015;281.13;281.65;276.6;277.48;7123.81;1985840.19;278.76;284.524;283.9903333;281.6666667
07.08.2015;277.48;280.43;274.19;279.63;8664.81;2403686.81;277.41;282.8;284.2916667;279.5666667
08.08.2015;279.94;279.97;260.41;262.19;10269.87;2777400.01;270.44;280.775;284.332;275.5366667
09.08.2015;262.19;268.95;261.01;265.05;8870.58;2343259.51;264.16;278.418;283.655;270.67
10.08.2015;265.05;266.79;261.6;264.33;9697.42;2562673.47;264.26;276.429;282.7123333;266.2866667
11.08.2015;264.11;271.5;264.07;271.15;8394.12;2235123.97;266.27;275.013;281.363;264.8966667
12.08.2015;271.15;271.16;265.71;267.73;9520.31;2552596.78;268.12;273.882;280.583;266.2166667
13.08.2015;267.53;267.88;262.32;264.48;10710.97;2839488.04;265.1;272.076;279.7163333;266.4966667
14.08.2015;264.74;266.99;262;265.4;8012.6;2121755.48;264.8;270.185;278.8716667;266.0066667
15.08.2015;265.57;266.5;260.45;261.46;5485.63;1450606.74;264.44;268.376;278.3073333;264.78
16.08.2015;261.46;262.2;254.01;256.11;9633.28;2480559.46;257.5;266.25;277.667;262.2466667
17.08.2015;256.11;259.12;254.63;256.47;8655.19;2224063.1;256.96;264.205;276.9396667;259.6333333
18.08.2015;256.66;256.99;221.11;224.8;16141.82;3992017.85;247.31;261.892;275.9803333;253.9233333
19.08.2015;224;237.66;222.01;226.92;24295.07;5617682.67;231.23;258.599;274.4423333;245.1666667
20.08.2015;226.4;236.66;226.4;235.54;15812.33;3691074.43;233.43;255.516;272.9213333;237.3233333
21.08.2015;235.15;236.66;231.77;233.49;10296.32;2406953.01;233.77;252.266;271.4966667;232.81
